Handle,Title,Body,Vendor,Type,Tags,Published,Option1 name,Option1 value,Option2 name,Option2 value,Option3 name,Option3 value,Variant sku,Variant grams,Variant inventory tracker,Variant inventory policy,Variant inventory quantity,Variant fullfilment service,Variant price,Variant compare at price,Variant requires shipping,Variant taxable,Variant barcode,Image src,Image alt text,Gift card,Google shopping mpn,Google shopping age group,Google shopping gender,Google shopping google product category,Seo title,Seo description,Google shopping adwords grouping,Google shopping adwords labels,Google shopping condition,Google shopping custom product,Google shopping custom label 0,Google shopping custom label 1,Google shopping custom label 2,Google shopping custom label 3,Google shopping custom label 4,Variant image,Variant weight unit
sleek-aluminum-bench,"","","","","","",Color,rose,"","","","",sleek-aluminum-bench-rose,520,"",deny,42,manual,12.62,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
small-bronze-wallet,Small Bronze Wallet,Different Tan. I Blame Your Mother. Effulgence non-euclidean hideous singular squamous. Letterpress deep v skateboard forage marfa muggle magic 3 wolf moon cronut goth.,Anderson and Sons,Clothing,"Movies,Movies,Shoes",TRUE,Color,amaranth,"","","","","",63,"",deny,6,manual,16.79,"",TRUE,TRUE,"",https://source.unsplash.com/random/?interior ,MBU 604,FALSE,06-6067787,Adult,Men,Jewelry,Nam eligendi dignissimos dolore.,Dolores placeat excepturi unde.,Clothing,Vultuosus aut deleo.,new,FALSE,"","","","","","",""
small-bronze-wallet,"","","","","","",Color,apricot,"","","","",small-bronze-wallet-apricot,875,"",deny,38,manual,16.79,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
small-bronze-wallet,"","","","","","",Color,purple,"","","","",small-bronze-wallet-purple,112,"",deny,13,manual,16.79,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
awesome-plastic-hat,Awesome Plastic Hat,Abnormal effulgence cat fungus lurk shunned hideous manuscript madness. Just Passing Through. Swag poutine muggle magic disrupt. Never Talk To Strangers.,Carroll-Langworth,Beauty,"Computers,Jewelry,Toys",TRUE,Color,tan,"","","","","",907,"",deny,24,manual,75.74,"",TRUE,TRUE,"",https://source.unsplash.com/random/?cutlery ,Attitude Adjuster,FALSE,02-8865769,Adult,Women,Electronics & Garden,Molestias natus ut consequuntur.,Deserunt labore voluptas enim.,Beauty,Deorsum antiquus nostrum.,new,FALSE,"","","","","","",""
awesome-plastic-hat,"","","","","","",Color,champagne,"","","","",awesome-plastic-hat-champagne,927,"",deny,7,manual,75.74,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
awesome-plastic-hat,"","","","","","",Color,maroon,"","","","",awesome-plastic-hat-maroon,701,"",deny,19,manual,75.74,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
incredible-paper-coat,Incredible Paper Coat,Vegan mlkshk pickled bespoke. No One Knows What The Dead Think. Demented But Determined. Daemoniac fainted unnamable mortal.,Ankunding-Schneider,Music,"Movies,Sports,Home",TRUE,Color,beige,"","","","","",529,"",deny,16,manual,76.39,"",TRUE,TRUE,"",https://source.unsplash.com/random/?cutlery ,Kakistocrat,FALSE,90-6419210,Baby,Women,Kids,Corrupti voluptas commodi perspiciatis.,Reprehenderit dolor et incidunt.,Music,Vestigium laboriosam totidem.,used,FALSE,"","","","","","",""
incredible-paper-coat,"","","","","","",Color,ivory,"","","","",incredible-paper-coat-ivory,242,"",deny,49,manual,76.39,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
incredible-paper-coat,"","","","","","",Color,silver,"","","","",incredible-paper-coat-silver,398,"",deny,26,manual,76.39,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
ergonomic-linen-plate,Ergonomic Linen Plate,Shoreditch distillery twee portland synth literally meh. Flexible Demeanour. Beats Working. Gibbous iridescence charnel squamous dank abnormal unutterable.,Kiehn LLC,Books,"Outdoors,Sports,Electronics",TRUE,Color,ruby,"","","","","",350,"",deny,25,manual,51.21,"",TRUE,TRUE,"",https://source.unsplash.com/random/?product ,Mistake Not...,FALSE,37-6894509,Child,Women,Computers & Shoes,Dolorem vitae exercitationem accusantium.,Magni eius corporis recusandae.,Books,Apparatus tollo utrimque.,new,FALSE,"","","","","","",""
ergonomic-linen-plate,"","","","","","",Color,raspberry,"","","","",ergonomic-linen-plate-raspberry,121,"",deny,50,manual,51.21,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
ergonomic-linen-plate,"","","","","","",Color,cerise,"","","","",ergonomic-linen-plate-cerise,271,"",deny,37,manual,51.21,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
aerodynamic-granite-watch,Aerodynamic Granite Watch,Of Course I Still Love You. Paleo pickled pork belly cardigan chillwave crucifix. Irregular Apocalypse. Iridescence noisome foetid unutterable effulgence tentacles singular fainted cat.,Hessel-Bernier,Automotive,"Health,Health,Beauty",TRUE,Color,green,"","","","","",408,"",deny,22,manual,24.0,"",TRUE,TRUE,"",https://source.unsplash.com/random/?houseplant ,Bora Horza Gobuchul,FALSE,51-2303662,Adult,Unisex,"Tools, Sports & Outdoors",Et neque id delectus.,Inventore qui quas ea.,Automotive,Validus tondeo vero.,new,FALSE,"","","","","","",""
aerodynamic-granite-watch,"","","","","","",Color,turquoise,"","","","",aerodynamic-granite-watch-turquoise,88,"",deny,18,manual,24.0,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
aerodynamic-granite-watch,"","","","","","",Color,plum,"","","","",aerodynamic-granite-watch-plum,372,"",deny,8,manual,24.0,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
fantastic-leather-hat,Fantastic Leather Hat,Unutterable decadent nameless spectral swarthy dank cat. So Much For Subtlety. Art party chartreuse iphone chillwave food truck church-key pour-over poutine. You Would If You Really Loved Me.,"Schamberger, Beatty and Hilpert",Jewelry,"Games,Shoes,Baby",TRUE,Color,gold,"","","","","",573,"",deny,24,manual,8.77,"",TRUE,TRUE,"",https://source.unsplash.com/random/?interior ,Excuses And Accusations,FALSE,23-9515277,Adult,Women,Garden,Neque ratione perferendis est.,Illum sunt tempora omnis.,Jewelry,Enim officiis synagoga.,new,FALSE,"","","","","","",""
fantastic-leather-hat,"","","","","","",Color,apricot,"","","","",fantastic-leather-hat-apricot,217,"",deny,8,manual,8.77,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
fantastic-leather-hat,"","","","","","",Color,ivory,"","","","",fantastic-leather-hat-ivory,369,"",deny,7,manual,8.77,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
ergonomic-leather-table,Ergonomic Leather Table,3 wolf moon taxidermy small batch lumbersexual bushwick jean shorts marfa franzen cleanse. T3OU 118. Beastly To The Animals. Antiquarian blasphemous lurk foetid tenebrous stygian hideous singular.,Gorczany-Mann,Shoes,"Baby,Health,Health",TRUE,Color,purple,"","","","","",36,"",deny,10,manual,69.42,"",TRUE,TRUE,"",https://source.unsplash.com/random/?houseplant ,No One Knows What The Dead Think,FALSE,30-2036570,Child,Unisex,Sports & Baby,Error voluptate possimus et.,Velit voluptas perferendis molestiae.,Shoes,Consequatur ancilla coniecto.,used,FALSE,"","","","","","",""
ergonomic-leather-table,"","","","","","",Color,orchid,"","","","",ergonomic-leather-table-orchid,318,"",deny,7,manual,69.42,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
ergonomic-leather-table,"","","","","","",Color,cyan,"","","","",ergonomic-leather-table-cyan,647,"",deny,11,manual,69.42,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
heavy-duty-paper-computer,Heavy Duty Paper Computer,You Call This Clean?. Aesthetic normcore kinfolk narwhal. Blasphemous accursed shunned loathsome gibbous unutterable comprehension iridescence non-euclidean. Xenophobe.,Reilly and Sons,Health,"Grocery,Books,Shoes",TRUE,Color,tan,"","","","","",734,"",deny,32,manual,69.07,"",TRUE,TRUE,"",https://source.unsplash.com/random/?product ,Ravished By The Sheer Implausibility Of That Last Statement,FALSE,54-0714327,Baby,Unisex,Automotive,Non aut iste vitae.,Omnis consequatur dolores occaecati.,Health,Sursum quia aranea.,used,FALSE,"","","","","","",""
heavy-duty-paper-computer,"","","","","","",Color,rose,"","","","",heavy-duty-paper-computer-rose,759,"",deny,16,manual,69.07,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
heavy-duty-paper-computer,"","","","","","",Color,silver,"","","","",heavy-duty-paper-computer-silver,387,"",deny,12,manual,69.07,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
practical-steel-gloves,Practical Steel Gloves,Furtive tentacles tenebrous stench daemoniac antiquarian immemorial. You'll Clean That Up Before You Leave. Slow-carb twee aesthetic cardigan normcore kitsch. Lasting Damage I.,Raynor-Kreiger,Kids,"Clothing,Electronics,Tools",TRUE,Color,beige,"","","","","",786,"",deny,44,manual,85.08,"",TRUE,TRUE,"",https://source.unsplash.com/random/?houseplant ,Within Reason,FALSE,87-0407221,Baby,Unisex,"Shoes, Music & Grocery",Ducimus similique rerum quis.,Quam quod dolore eum.,Kids,Coaegresco contra enim.,new,FALSE,"","","","","","",""
practical-steel-gloves,"","","","","","",Color,lavender,"","","","",practical-steel-gloves-lavender,552,"",deny,38,manual,85.08,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
practical-steel-gloves,"","","","","","",Color,black,"","","","",practical-steel-gloves-black,20,"",deny,26,manual,85.08,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
ergonomic-plastic-computer,Ergonomic Plastic Computer,Migas health street vice green juice normcore. Scar Glamour. Bad For Business. Antiquarian stygian indescribable tentacles gambrel unnamable fainted.,"Lemke, Wuckert and Streich",Kids,"Beauty,Books,Health",TRUE,Color,green,"","","","","",340,"",deny,26,manual,2.79,"",TRUE,TRUE,"",https://source.unsplash.com/random/?product ,Screw Loose,FALSE,82-4279683,Adult,Unisex,"Garden, Kids & Toys",Doloremque repellat ut voluptas.,Earum temporibus velit voluptatem.,Kids,Sono odio ipsam.,new,FALSE,"","","","","","",""
ergonomic-plastic-computer,"","","","","","",Color,chocolate,"","","","",ergonomic-plastic-computer-chocolate,969,"",deny,33,manual,2.79,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
ergonomic-plastic-computer,"","","","","","",Color,beige,"","","","",ergonomic-plastic-computer-beige,401,"",deny,47,manual,2.79,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
enormous-bronze-knife,Enormous Bronze Knife,Value Judgement. T3OU 736. Irony yuccie ugh direct trade everyday. Accursed daemoniac stench decadent amorphous indescribable unmentionable squamous.,Turcotte-Murray,Jewelry,"Garden,Grocery,Beauty",TRUE,Color,lemon,"","","","","",448,"",deny,2,manual,48.15,"",TRUE,TRUE,"",https://source.unsplash.com/random/?houseplant ,Flexible Demeanour,FALSE,60-8877406,Baby,Women,Baby & Sports,Nobis sequi et voluptas.,Debitis et numquam reiciendis.,Jewelry,Sollers abbas eligendi.,used,FALSE,"","","","","","",""
enormous-bronze-knife,"","","","","","",Color,puce,"","","","",enormous-bronze-knife-puce,333,"",deny,7,manual,48.15,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
enormous-bronze-knife,"","","","","","",Color,amethyst,"","","","",enormous-bronze-knife-amethyst,27,"",deny,40,manual,48.15,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
practical-cotton-wallet,Practical Cotton Wallet,Just Passing Through. Tentacles gambrel antiquarian singular. Truffaut artisan thundercats keffiyeh intelligentsia occupy twee. Limivorous.,Williamson-Kassulke,Tools,"Home,Kids,Tools",TRUE,Color,amethyst,"","","","","",474,"",deny,26,manual,51.81,"",TRUE,TRUE,"",https://source.unsplash.com/random/?interior ,"Bodhisattva , OAQS",FALSE,14-8131782,Baby,Men,"Clothing, Outdoors & Garden",Possimus culpa necessitatibus inventore.,Iure doloremque dolore fugiat.,Tools,Triduana tribuo conicio.,used,FALSE,"","","","","","",""
practical-cotton-wallet,"","","","","","",Color,periwinkle,"","","","",practical-cotton-wallet-periwinkle,656,"",deny,45,manual,51.81,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
practical-cotton-wallet,"","","","","","",Color,coral,"","","","",practical-cotton-wallet-coral,809,"",deny,17,manual,51.81,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
durable-plastic-lamp,Durable Plastic Lamp,Before they sold out celiac green juice brooklyn. Nervous Energy. Indescribable decadent antediluvian lurk ululate stench. T3OU 736.,"Pagac, McClure and Schiller",Home,"Health,Beauty,Jewelry",TRUE,Color,apricot,"","","","","",349,"",deny,28,manual,41.91,"",TRUE,TRUE,"",https://source.unsplash.com/random/?interior ,Arrested Development,FALSE,13-3647908,Adult,Unisex,"Baby, Tools & Clothing",Eos aut illum voluptatum.,Iure vitae veniam quia.,Home,Terreo ipsum vigor.,new,FALSE,"","","","","","",""
durable-plastic-lamp,"","","","","","",Color,amaranth,"","","","",durable-plastic-lamp-amaranth,941,"",deny,32,manual,41.91,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
durable-plastic-lamp,"","","","","","",Color,ultramarine,"","","","",durable-plastic-lamp-ultramarine,69,"",deny,50,manual,41.91,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
aerodynamic-paper-shirt,Aerodynamic Paper Shirt,Peace Makes Plenty. Godard tilde cliche scenester schlitz. Fungus manuscript gambrel foetid charnel noisome abnormal gibbous. Armchair Traveller.,"Kovacek, Gottlieb and Haley",Industrial,"Baby,Industrial,Music",TRUE,Color,blush,"","","","","",693,"",deny,1,manual,69.58,"",TRUE,TRUE,"",https://source.unsplash.com/random/?interior ,Well I Was In The Neighbourhood,FALSE,93-4098242,Child,Unisex,Garden,Itaque laborum corrupti optio.,Rem saepe earum velit.,Industrial,Aut ulciscor colligo.,new,FALSE,"","","","","","",""
aerodynamic-paper-shirt,"","","","","","",Color,orchid,"","","","",aerodynamic-paper-shirt-orchid,392,"",deny,7,manual,69.58,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
aerodynamic-paper-shirt,"","","","","","",Color,salmon,"","","","",aerodynamic-paper-shirt-salmon,143,"",deny,28,manual,69.58,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
sleek-concrete-hat,Sleek Concrete Hat,Fixed Grin. Unnamable amorphous immemorial gambrel daemoniac unutterable singular. Five dollar toast flexitarian small batch stumptown park leggings chicharrones. Limiting Factor.,D'Amore and Sons,Garden,"Clothing,Grocery,Home",TRUE,Color,red,"","","","","",761,"",deny,18,manual,59.29,"",TRUE,TRUE,"",https://source.unsplash.com/random/?product ,Reasonable Excuse,FALSE,10-9941961,Child,Unisex,Kids & Games,Dicta eius pariatur iste.,Fuga est doloremque recusandae.,Garden,Aggero subito despecto.,new,FALSE,"","","","","","",""
sleek-concrete-hat,"","","","","","",Color,beige,"","","","",sleek-concrete-hat-beige,191,"",deny,7,manual,59.29,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
sleek-concrete-hat,"","","","","","",Color,silver,"","","","",sleek-concrete-hat-silver,233,"",deny,13,manual,59.29,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
synergistic-bronze-bench,Synergistic Bronze Bench,Pitchfork skateboard disrupt yr mustache knausgaard. Cargo Cult. Teething Problems. Gibbering unmentionable non-euclidean antediluvian squamous furtive foetid.,Huels Inc,Jewelry,"Shoes,Automotive,Grocery",TRUE,Color,pink,"","","","","",659,"",deny,23,manual,33.45,"",TRUE,TRUE,"",https://source.unsplash.com/random/?product ,Hidden Income,FALSE,97-7800750,Adult,Men,"Grocery, Toys & Automotive",Omnis voluptatem quia molestias.,Ipsum quis cumque consequatur.,Jewelry,Consequatur adversus animus.,used,FALSE,"","","","","","",""
synergistic-bronze-bench,"","","","","","",Color,coral,"","","","",synergistic-bronze-bench-coral,209,"",deny,1,manual,33.45,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
synergistic-bronze-bench,"","","","","","",Color,cerulean,"","","","",synergistic-bronze-bench-cerulean,524,"",deny,50,manual,33.45,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
